datetime,SPY,cash,commission,total,returns,equity_curve,drawdown
2020-03-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-03-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2020-04-28,28573.001099999998,71294.5012,0.5,99867.5023,-0.001324977000000116,0.9986750229999999,-0.001324977000000116
2020-04-29,29320.9991,71294.5012,0.5,100615.5003,0.007489903950466559,1.006155003,0.0
2020-04-30,29048.001099999998,71294.5012,0.5,100342.5023,-0.0027132797549683785,1.003425023,-0.0027299800000000207
2020-05-01,28279.0009,71294.5012,0.5,99573.5021,-0.007663753468105328,0.995735021,-0.010419981999999939
2020-05-04,28357.000699999997,71294.5012,0.5,99651.5019,0.0007833389240610167,0.9965150190000001,-0.00963998399999988
2020-05-05,28619.0002,71294.5012,0.5,99913.5014,0.0026291575641570475,0.999135014,-0.007019988999999893
2020-05-06,28425.0,71294.5012,0.5,99719.5012,-0.0019416815273375354,0.9971950120000002,-0.008959990999999778
2020-05-07,28767.999300000003,71294.5012,0.5,100062.5005,0.0034396411521560033,1.000625005,-0.005529997999999869
2020-05-08,29244.0002,71294.5012,0.5,100538.5014,0.0047570358288218095,1.005385014,-0.0007699889999999154
2020-05-11,29250.0,71294.5012,0.5,100544.5012,5.967664045569698e-05,1.005445012,-0.0007099909999999099
2020-05-12,28667.0013,71294.5012,0.5,99961.5025,-0.0057984145631228,0.9996150250000001,-0.006539977999999835
2020-05-13,28160.0006,71294.5012,0.5,99454.5018,-0.005071959577638396,0.9945450180000001,-0.011609984999999878
2020-05-14,28497.0001,71294.5012,0.5,99791.5013,0.0033884790924567643,0.9979150130000001,-0.008239989999999864
2020-05-15,28627.9999,71294.5012,0.5,99922.5011,0.0013127350354833478,0.9992250109999999,-0.006929991999999996
2020-05-18,29500.0,71294.5012,0.5,100794.5012,0.00872676414621898,1.007945012,0.0
2020-05-19,29197.0001,71294.5012,0.5,100491.5013,-0.0030061153772542593,1.004915013,-0.0030299990000000054
2020-05-20,29692.999300000003,71294.5012,0.5,100987.5005,0.004935732809078663,1.0098750049999998,0.0
2020-05-21,29488.0005,71294.5012,0.5,100782.5017,-0.0020299423095435642,1.0078250169999998,-0.0020499880000000026
2020-05-22,29544.0002,71294.5012,0.5,100838.5014,0.0005556490368407996,1.008385014,-0.0014899909999999128
2020-05-26,29907.9987,71294.5012,0.5,101202.4999,0.003609717468490592,1.0120249989999999,0.0
2020-05-27,30352.9999,71294.5012,0.5,101647.5011,0.004397136438721416,1.0164750109999998,0.0
2020-05-28,30297.0001,71294.5012,0.5,101591.5013,-0.0005509215612187202,1.0159150129999999,-0.0005599979999999505
2020-05-29,30432.000699999997,71294.5012,0.5,101726.5019,0.0013288572200673698,1.0172650189999997,0.0
2020-06-01,30554.998799999998,71294.5012,0.5,101849.5,0.0012091057659773252,1.0184949999999995,0.0
2020-06-02,30807.9987,71294.5012,0.5,102102.4999,0.0024840563773016466,1.0210249989999993,0.0
2020-06-03,31217.999300000003,71294.5012,0.5,102512.5005,0.004015578466752157,1.0251250049999994,0.0
2020-06-04,31135.998499999998,71294.5012,0.5,102430.4997,-0.0007999102509453904,1.0243049969999993,-0.0008200080000000387
2020-06-05,31933.9996,71294.5012,0.5,103228.5008,0.007790659055039173,1.0322850079999992,0.0
2020-06-08,32320.001200000002,71294.5012,0.5,103614.5024,0.003739292898846447,1.0361450239999992,0.0
2020-06-09,32079.0009,71294.5012,0.5,103373.5021,-0.002325932127431596,1.0337350209999991,-0.0024100030000000494
2020-06-10,31900.0,71294.5012,0.5,103194.5012,-0.0017315936517933173,1.031945011999999,-0.004200012000000086
2020-06-11,30060.998499999998,71294.5012,0.5,101355.4997,-0.017820731517814603,1.013554996999999,-0.022590027000000124
2020-06-12,30420.9991,71294.5012,0.5,101715.5003,0.0035518605410220783,1.0171550029999992,-0.018990021000000024
2020-06-15,30704.998799999998,71294.5012,0.5,101999.5,0.0027920985411502564,1.019994999999999,-0.016150024000000096
2020-06-16,31295.9991,71294.5012,0.5,102590.5003,0.00579414899092634,1.025905002999999,-0.01024002100000021
2020-06-17,31166.0004,71294.5012,0.5,102460.5016,-0.0012671611856833742,1.024605015999999,-0.011540008000000102
2020-06-18,31177.9999,71294.5012,0.5,102472.5011,0.0001171134223687531,1.024725010999999,-0.011420013000000173
2020-06-19,30864.001500000002,71294.5012,0.5,102158.5027,-0.0030642210996058017,1.021585026999999,-0.014559997000000102
2020-06-22,31061.9995,71294.5012,0.5,102356.5007,0.001938145085988996,1.023565006999999,-0.01258001700000011
2020-06-23,31204.998799999998,71294.5012,0.5,102499.5,0.0013970710118267338,1.024994999999999,-0.011150024000000203
2020-06-24,30408.9996,71294.5012,0.5,101703.5008,-0.007765883736018275,1.017035007999999,-0.019110016000000174
2020-06-25,30735.0006,71294.5012,0.5,102029.5018,0.0032054058851040956,1.020295017999999,-0.015850006000000194
2020-06-26,30004.998799999998,71294.5012,0.5,101299.5,-0.0071548109823270645,1.012994999999999,-0.023150024000000213
2020-06-29,30445.9991,71294.5012,0.5,101740.5003,0.004353430174877548,1.017405002999999,-0.018740021000000162
2020-06-30,30835.998499999998,71294.5012,0.5,102130.4997,0.0038332758228043495,1.0213049969999992,-0.014840026999999978
2020-07-01,31051.998900000002,71294.5012,0.5,102346.5001,0.002114945100968768,1.0234650009999993,-0.01268002299999993
2020-07-02,31223.001099999998,71294.5012,0.5,102517.5023,0.0016708162939906845,1.0251750229999992,-0.010970001000000007
2020-07-06,31704.998799999998,71294.5012,0.5,102999.5,0.004701613765321078,1.0299949999999993,-0.006150023999999865
2020-07-07,31377.9999,71294.5012,0.5,102672.5011,-0.003174762013407939,1.0267250109999992,-0.00942001299999995
2020-07-08,31617.999300000003,71294.5012,0.5,102912.5005,0.0023375236546177014,1.0291250049999994,-0.007020018999999822
2020-07-09,31438.0005,71294.5012,0.5,102732.5017,-0.0017490469974539291,1.0273250169999995,-0.008820006999999741
2020-07-10,31758.9996,71294.5012,0.5,103053.5008,0.0031246109526017474,1.0305350079999995,-0.005610015999999662
2020-07-13,31483.9996,71294.5012,0.5,102778.5008,-0.002668516817625699,1.0277850079999995,-0.008360015999999693
2020-07-14,31892.0013,71294.5012,0.5,103186.5025,0.003969718344052797,1.0318650249999997,-0.004279998999999535
2020-07-15,32185.0006,71294.5012,0.5,103479.5018,0.002839511882864576,1.0347950179999994,-0.0013500059999997926
2020-07-16,32079.0009,71294.5012,0.5,103373.5021,-0.0010243545644902374,1.0337350209999994,-0.0024100029999998274
2020-07-17,32172.0001,71294.5012,0.5,103466.5013,0.0008996425400200625,1.0346650129999995,-0.0014800109999997257
2020-07-20,32432.000699999997,71294.5012,0.5,103726.5019,0.002512896413169763,1.0372650189999995,0.0
2020-07-21,32501.001000000004,71294.5012,0.5,103795.5022,0.0006652137952798398,1.0379550219999996,0.0
2020-07-22,32685.998499999998,71294.5012,0.5,103980.4997,0.0017823267490293393,1.0398049969999994,0.0
2020-07-23,32295.9991,71294.5012,0.5,103590.5003,-0.0037506974973693374,1.0359050029999994,-0.003899993999999962
2020-07-24,32088.0005,71294.5012,0.5,103382.5017,-0.002007892609820816,1.0338250169999994,-0.005979979999999996
2020-07-27,32322.0001,71294.5012,0.5,103616.5013,0.002263435263726077,1.0361650129999993,-0.003639984000000096
2020-07-28,32117.0013,71294.5012,0.5,103411.5025,-0.0019784377722470436,1.0341150249999993,-0.005689972000000099
2020-07-29,32511.9995,71294.5012,0.5,103806.5007,0.003819673735037332,1.0380650069999993,-0.0017399900000001356
2020-07-30,32395.9991,71294.5012,0.5,103690.5003,-0.001117467588424348,1.0369050029999993,-0.0028999940000000723
2020-07-31,32651.998900000002,71294.5012,0.5,103946.5001,0.0024688838346746955,1.0394650009999993,-0.0003399960000001201
2020-08-03,32879.0009,71294.5012,0.5,104173.5021,0.002183834951456909,1.0417350209999994,0.0
2020-08-04,33005.9998,71294.5012,0.5,104300.50099999999,0.0012191094418432247,1.0430050099999992,0.0
2020-08-05,33210.9985,71294.5012,0.5,104505.4997,0.001965462275200558,1.0450549969999994,0.0
2020-08-06,33432.998700000004,71294.5012,0.5,104727.4999,0.002124292029005881,1.0472749989999992,0.0
2020-08-07,33457.0007,71294.5012,0.5,104751.5019,0.00022918526674398088,1.0475150189999993,0.0
2020-08-10,33557.0007,71294.5012,0.5,104851.5019,0.0009546402503657347,1.0485150189999994,0.0
2020-08-11,33279.9988,71294.5012,0.5,104574.5,-0.0026418496156992433,1.0457449999999995,-0.002770018999999957
2020-08-12,33744.0002,71294.5012,0.5,105038.50140000001,0.004437041534982367,1.0503850139999995,0.0
2020-08-13,33682.998700000004,71294.5012,0.5,104977.4999,-0.0005807537158942777,1.0497749989999994,-0.0006100150000001303
2020-08-14,33683.999599999996,71294.5012,0.5,104978.5008,9.534424052271007e-06,1.0497850079999993,-0.0006000060000002083
2020-08-17,33791.000400000004,71294.5012,0.5,105085.5016,0.0010192639367545553,1.0508550159999992,0.0
2020-08-18,33864.0015,71294.5012,0.5,105158.5027,0.0006946828904892399,1.0515850269999991,0.0
2020-08-19,33723.0011,71294.5012,0.5,105017.5023,-0.0013408368926881575,1.050175022999999,-0.0014100040000000202
2020-08-20,33827.999899999995,71294.5012,0.5,105122.5011,0.0009998219125422203,1.051225010999999,-0.00036001600000012957
2020-08-21,33948.0011,71294.5012,0.5,105242.5023,0.0011415367665752463,1.052425022999999,0.0
2020-08-24,34292.001299999996,71294.5012,0.5,105586.5025,0.0032686432998279003,1.0558650249999992,0.0
2020-08-25,34411.999500000005,71294.5012,0.5,105706.5007,0.0011364918541554303,1.0570650069999994,0.0
2020-08-26,34757.0007,71294.5012,0.5,106051.5019,0.0032637652151510377,1.0605150189999994,0.0
2020-08-27,34832.998700000004,71294.5012,0.5,106127.4999,0.0007166140850287661,1.0612749989999994,0.0
2020-08-28,35057.998700000004,71294.5012,0.5,106352.4999,0.0021200914014936068,1.0635249989999995,0.0
2020-08-31,34930.9998,71294.5012,0.5,106225.50099999999,-0.001194131779877483,1.0622550099999994,-0.0012699890000000824
2020-09-01,35260.0006,71294.5012,0.5,106554.5018,0.003097192264595705,1.0655450179999995,0.0
2020-09-02,35770.0012,71294.5012,0.5,107064.5024,0.004786288625864499,1.0706450239999994,0.0
2020-09-03,34539.0015,71294.5012,0.5,105833.5027,-0.011497738955540182,1.0583350269999994,-0.012309997000000017
2020-09-04,34257.0007,71294.5012,0.5,105551.5019,-0.0026645702240373215,1.0555150189999993,-0.015130005000000057
2020-09-08,33320.9991,71294.5012,0.5,104615.5003,-0.008867724126623733,1.0461550029999993,-0.024490021000000084
2020-09-09,33979.0009,71294.5012,0.5,105273.5021,0.006289716133011769,1.0527350209999993,-0.01791000300000012
2020-09-10,33389.0015,71294.5012,0.5,104683.5027,-0.005604443551612381,1.0468350269999993,-0.023809997000000083
2020-09-11,33405.9998,71294.5012,0.5,104700.50099999999,0.000162378021002052,1.0470050099999992,-0.023640014000000154
2020-09-14,33845.9991,71294.5012,0.5,105140.5003,0.004202456490633333,1.0514050029999993,-0.019240021000000107
2020-09-15,34017.001299999996,71294.5012,0.5,105311.5025,0.0016264160766981117,1.0531150249999992,-0.017529999000000185
2020-09-16,33882.0007,71294.5012,0.5,105176.5019,-0.0012819169491955495,1.0517650189999992,-0.0188800050000002
2020-09-17,33583.999599999996,71294.5012,0.5,104878.5008,-0.0028333429484405093,1.0487850079999992,-0.021860016000000204
2020-09-18,33064.9994,71294.5012,0.5,104359.5006,-0.004948585229967328,1.0435950059999992,-0.027050018000000176
2020-09-21,32697.0001,71294.5012,0.5,103991.5013,-0.003526265437111542,1.0399150129999992,-0.030730011000000168
2020-09-22,33029.9988,71294.5012,0.5,104324.5,0.0032021722528974284,1.0432449999999993,-0.02740002400000008
2020-09-23,32264.001500000002,71294.5012,0.5,103558.5027,-0.007342448801575863,1.0355850269999993,-0.035059997000000065
2020-09-24,0.0,103558.0027,1.0,103558.0027,-4.828188772232345e-06,1.0355800269999993,-0.0350649970000001
2020-09-25,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-09-28,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-09-29,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-09-30,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-01,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-02,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-05,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-06,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-07,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-08,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-09,0.0,103558.0027,1.0,103558.0027,0.0,1.0355800269999993,-0.0350649970000001
2020-10-12,35242.9993,68872.5021,1.5,104115.50140000001,0.005383443919974473,1.0411550139999994,-0.029490009999999955
2020-10-13,35013.000499999995,68872.5021,1.5,103885.50259999999,-0.0022090735472366507,1.0388550259999991,-0.031789998000000264
2020-10-14,34792.9993,68872.5021,1.5,103665.50140000001,-0.0021177276375807796,1.0366550139999993,-0.033990010000000126
2020-10-15,34750.0,68872.5021,1.5,103622.5021,-0.00041478890681379,1.0362250209999992,-0.03442000300000014
2020-10-16,34729.0009,68872.5021,1.5,103601.503,-0.0002026499995120279,1.0360150299999993,-0.03462999400000011
2020-10-19,34201.001000000004,68872.5021,1.5,103073.5031,-0.005096450193391444,1.0307350309999994,-0.03990999299999998
2020-10-20,34338.000499999995,68872.5021,1.5,103210.50259999999,0.0013291437263664996,1.0321050259999993,-0.038539998000000075
2020-10-21,34273.0011,68872.5021,1.5,103145.5032,-0.0006297750554697945,1.0314550319999995,-0.03918999199999984
2020-10-22,34460.9985,68872.5021,1.5,103333.5006,0.0018226427150727087,1.0333350059999995,-0.03731001799999989
2020-10-23,34577.999899999995,68872.5021,1.5,103450.502,0.0011322697800870696,1.0345050199999994,-0.03614000399999995
2020-10-26,33939.0015,68872.5021,1.5,102811.5036,-0.006176851611604528,1.0281150359999995,-0.04252998799999985
2020-10-27,33822.000100000005,68872.5021,1.5,102694.5022,-0.0011380185670195608,1.0269450219999996,-0.043700001999999794
2020-10-28,32666.0004,68872.5021,1.5,101538.5025,-0.01125668536518798,1.0153850249999996,-0.05525999899999978
2020-10-29,32998.0011,68872.5021,1.5,101870.5032,0.003269702544608677,1.0187050319999997,-0.05193999199999966
2020-10-30,32654.0009,68872.5021,1.5,101526.503,-0.0033768381346329646,1.0152650299999997,-0.05537999399999971
2020-11-02,0.0,101526.003,2.0,101526.003,-4.924822437746279e-06,1.0152600299999996,-0.05538499399999974
2020-11-03,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-04,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-05,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-06,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-09,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-10,0.0,101526.003,2.0,101526.003,0.0,1.0152600299999996,-0.05538499399999974
2020-11-11,35667.001299999996,66121.5021,2.5,101788.50339999999,0.002585548453040154,1.0178850339999996,-0.05275998999999976
2020-11-12,35320.9991,66121.5021,2.5,101442.5012,-0.0033992267146348842,1.0144250119999998,-0.0562200119999996
2020-11-13,35810.0006,66121.5021,2.5,101931.5027,0.004820479525005972,1.0193150269999998,-0.05132999699999963
2020-11-16,36257.0007,66121.5021,2.5,102378.50279999999,0.004385298834606477,1.0237850279999998,-0.04685999599999957
2020-11-17,36061.999500000005,66121.5021,2.5,102183.5016,-0.001904708456041071,1.021835016,-0.04881000799999935
2020-11-18,35627.999899999995,66121.5021,2.5,101749.502,-0.004247257073836774,1.01749502,-0.05315000399999947
2020-11-19,35777.999899999995,66121.5021,2.5,101899.502,0.0014742086894932172,1.01899502,-0.051650003999999416
2020-11-20,35532.998700000004,66121.5021,2.5,101654.50080000001,-0.0024043414853979206,1.016545008,-0.05410001599999936
2020-11-23,35745.9991,66121.5021,2.5,101867.5012,0.0020953366385523253,1.0186750119999999,-0.05197001199999951
2020-11-24,36322.000100000005,66121.5021,2.5,102443.5022,0.005654413755267429,1.0244350219999998,-0.046210001999999584
2020-11-25,36266.000400000004,66121.5021,2.5,102387.5025,-0.0005466398434004205,1.0238750249999997,-0.046769998999999673
2020-11-27,36367.001299999996,66121.5021,2.5,102488.50339999999,0.0009864573071307614,1.0248850339999998,-0.04575998999999964
2020-11-30,36205.9998,66121.5021,2.5,102327.5019,-0.0015709225392004367,1.023275019,-0.04737000499999944
2020-12-01,36601.9989,66121.5021,2.5,102723.50099999999,0.0038699185717148143,1.0272350099999998,-0.04341001399999955
2020-12-02,36679.0009,66121.5021,2.5,102800.503,0.0007496045135768625,1.02800503,-0.04263999399999929
2020-12-03,36669.0002,66121.5021,2.5,102790.5023,-9.728259792662897e-05,1.027905023,-0.04274000099999942
2020-12-04,36985.0006,66121.5021,2.5,103106.5027,0.0030742178793692343,1.031065027,-0.03957999699999948
2020-12-07,36908.999599999996,66121.5021,2.5,103030.5017,-0.0007371116079956108,1.0303050169999999,-0.04034000699999951
2020-12-08,37017.001299999996,66121.5021,2.5,103138.50339999999,0.0010482497728145912,1.031385034,-0.03925998999999947
2020-12-09,36685.0006,66121.5021,2.5,102806.5027,-0.0032189792274994744,1.028065027,-0.04257999699999937
2020-12-10,36673.0011,66121.5021,2.5,102794.5032,-0.00011671927052125941,1.027945032,-0.0426999919999993
2020-12-11,36629.9988,66121.5021,2.5,102751.5009,-0.00041833267987434475,1.027515009,-0.043130014999999355
2020-12-14,36466.000400000004,66121.5021,2.5,102587.5025,-0.001596068169939513,1.025875025,-0.04476999899999945
2020-12-15,36958.999599999996,66121.5021,2.5,103080.5017,0.00480564579491527,1.0308050169999998,-0.039840006999999567
2020-12-16,37017.001299999996,66121.5021,2.5,103138.50339999999,0.0005626835244632034,1.0313850339999997,-0.03925998999999969
2020-12-17,37223.998999999996,66121.5021,2.5,103345.5011,0.002006987625147172,1.0334550109999996,-0.0371900129999998
2020-12-18,36917.9993,66121.5021,2.5,103039.50140000001,-0.0029609387611744253,1.0303950139999998,-0.040250009999999614
2020-12-21,36785.9985,66121.5021,2.5,102907.5006,-0.0012810698635621343,1.0290750059999998,-0.0415700179999996
2020-12-22,36723.998999999996,66121.5021,2.5,102845.5011,-0.0006024779499892441,1.0284550109999997,-0.04219001299999969
2020-12-23,36757.0007,66121.5021,2.5,102878.50279999999,0.0003208861802121987,1.0287850279999995,-0.0418599959999999
2020-12-24,36900.0,66121.5021,2.5,103021.5021,0.0013899823199994277,1.0302150209999996,-0.04043000299999977
2020-12-28,37217.001299999996,66121.5021,2.5,103338.50339999999,0.0030770401667439273,1.0333850339999995,-0.03725998999999991
2020-12-29,37145.9991,66121.5021,2.5,103267.5012,-0.0006870836877244102,1.0326750119999994,-0.03797001199999994
2020-12-30,37198.998999999996,66121.5021,2.5,103320.5011,0.0005132292287903795,1.0332050109999993,-0.037440013000000105
2020-12-31,37388.000499999995,66121.5021,2.5,103509.50259999999,0.0018292739387419932,1.0350950259999991,-0.03554999800000025
2021-01-04,36879.0009,66121.5021,2.5,103000.503,-0.004917419050567418,1.0300050299999992,-0.04063999400000018
2021-01-05,37132.998700000004,66121.5021,2.5,103254.50080000001,0.0024659860156217572,1.0325450079999994,-0.038100016000000014
2021-01-06,37354.9988,66121.5021,2.5,103476.5009,0.0021500283114050944,1.0347650089999993,-0.03588001500000004
2021-01-07,37910.0006,66121.5021,2.5,104031.5027,0.005363553997021597,1.0403150269999994,-0.030329996999999942
2021-01-08,38126.001000000004,66121.5021,2.5,104247.5031,0.002076297990454723,1.0424750309999995,-0.028169992999999893
2021-01-11,37869.0002,66121.5021,2.5,103990.5023,-0.0024652945380714275,1.0399050229999993,-0.030740001000000072
2021-01-12,37876.9989,66121.5021,2.5,103998.50099999999,7.691760134909131e-05,1.0399850099999994,-0.030660013999999958
2021-01-13,37979.0009,66121.5021,2.5,104100.503,0.0009808025982991353,1.0410050299999996,-0.029639993999999836
2021-01-14,37845.9991,66121.5021,2.5,103967.5012,-0.0012776287930136299,1.0396750119999996,-0.030970011999999825
2021-01-15,37570.0012,66121.5021,2.5,103691.5033,-0.002654655510754944,1.0369150329999997,-0.03372999099999974
2021-01-19,37864.9994,66121.5021,2.5,103986.5015,0.0028449602003215446,1.0398650149999997,-0.030780008999999664
2021-01-20,38389.0015,66121.5021,2.5,104510.5036,0.005039135776675696,1.0451050359999996,-0.02553998799999979
2021-01-21,38423.998999999996,66121.5021,2.5,104545.5011,0.0003348706473940144,1.0454550109999996,-0.02519001299999979
2021-01-22,38288.000499999995,66121.5021,2.5,104409.50259999999,-0.0013008546381151342,1.0440950259999995,-0.026549997999999908
2021-01-25,38439.0015,66121.5021,2.5,104560.5036,0.0014462380936579589,1.0456050359999995,-0.025039987999999846
2021-01-26,38379.0009,66121.5021,2.5,104500.503,-0.0005738361803375724,1.0450050299999996,-0.025639993999999833
2021-01-27,37441.000400000004,66121.5021,2.5,103562.5025,-0.008976038134476672,1.0356250249999996,-0.035019998999999746
2021-01-28,37763.000499999995,66121.5021,2.5,103884.50259999999,0.0031092344451602028,1.0388450259999995,-0.031799997999999885
2021-01-29,37007.0007,66121.5021,2.5,103128.50279999999,-0.007277310677521687,1.0312850279999994,-0.03935999599999995
